GeneID	Length	logFC	AveExpr	t	P.Value	adj.P.Val	B
TRIT1	TRIT1	5145	-1.05289998201923	8.00142502533131	-5.98812574879485	4.70110351796378e-05	8.9443073426194e-05	1.82347425816442
LOC101928370	LOC101928370	1213	3.16743014974419	2.09571351373382	5.98166719700533	4.75056179830728e-05	9.01888514192677e-05	2.19491753524017
LOC101928177	LOC101928177	385	3.16743014974419	2.09571351373382	5.98166719700533	4.75056179830728e-05	9.01888514192677e-05	2.19491753524017
TAF1A	TAF1A	2277	-1.69186366160428	6.01381796568985	-5.97283610540309	4.81907708768e-05	9.13909117598861e-05	2.24674622880695
PRPF3	PRPF3	2643	-0.71557434515294	8.93209439170964	-5.96358430813009	4.89197357719228e-05	9.26733787575865e-05	1.48822357219321
SMG5	SMG5	5007	-0.331234532197064	10.6379651046424	-5.95912678612758	4.92750874374625e-05	9.32460750431206e-05	0.880403363565685
PDPN	PDPN	2992	-0.955493954195558	7.71624746840066	-5.94293924758179	5.05885760917138e-05	9.56287277088525e-05	1.82389896327781
GBP3	GBP3	3371	-1.68032366563979	6.47608486982727	-5.93867992092336	5.09402763528797e-05	9.61901244128492e-05	2.12355518691782
ODR4	ODR4	3900	-0.81786496247207	8.27998419308743	-5.92854548356263	5.17874835624898e-05	9.76849743592887e-05	1.63239464191036
MYCL	MYCL	4849	-1.79747833847244	5.75587523688954	-5.92045900251303	5.2474123160134e-05	9.88740712920852e-05	2.18974159287825
SRSF10	SRSF10	8079	-1.95708237723543	6.01678514757801	-5.91929942733309	5.2573367924061e-05	9.89550115744102e-05	2.16603193941577
EIF2B3	EIF2B3	2178	-0.8189016239362	8.28848630462808	-5.91806760149481	5.26790128655228e-05	9.9047812425229e-05	1.61229266973667
CASZ1	CASZ1	8524	-1.94223623033826	5.8208237019987	-5.90340167875571	5.39541122764179e-05	0.000101336890365323	2.15849010716988
RAP1A	RAP1A	5902	0.585564394886909	9.11753421143616	5.90175488444939	5.40993047010553e-05	0.000101501150122151	1.33760124108367
CAPN8	CAPN8	2087	-2.99800217911208	3.66580076151781	-5.89512411565398	5.46880918857769e-05	0.000102496445133471	2.13826146283894
SMYD3	SMYD3	1689	-0.815203970990091	8.11650120436859	-5.88854171708588	5.52792575820408e-05	0.000103494073300562	1.61273221490727
TIE1	TIE1	3893	1.2404393855295	7.15183101911007	5.88621954093382	5.54894138500705e-05	0.000103777010157898	1.90324873164998
CD48	CD48	1906	-4.0120434836569	3.80822469753477	-5.87610067523489	5.64150298820786e-05	0.000105395985688304	2.11260431823814
OSCP1	OSCP1	1696	1.68370866523307	6.05158416183615	5.87031625906722	5.69514406205347e-05	0.000106285172623036	2.08873776134051
DUSP23	DUSP23	797	-1.18292068168222	6.97938719495387	-5.86511395487671	5.74384541076777e-05	0.000107080384221948	1.8841909492638
HSD17B7	HSD17B7	1749	-1.16737132251371	7.22205833990458	-5.85083750542276	5.87975882727262e-05	0.000109498051041793	1.80323891454857
PPIE	PPIE	4737	-0.626836647771432	8.78556582246869	-5.82890702341207	6.09516862351103e-05	0.000113389486138967	1.3051955637355
LOC100133331	LOC100133331	4273	-1.19776943799842	6.98252226286159	-5.81722041229137	6.21333478231297e-05	0.000115465566039178	1.80361058688894
TIMM17A	TIMM17A	1650	-0.555659963289064	9.32323854177436	-5.81655035076991	6.22018255702218e-05	0.00011547075961188	1.10131334269113
NSUN4	NSUN4	5799	-0.877090376738328	8.12786467798367	-5.81493380500865	6.2367357358032e-05	0.000115655922189262	1.48670506224198
GPR137B	GPR137B	2033	0.969006341826145	7.65651105351479	5.80905605353333	6.2973145342657e-05	0.000116656258706418	1.63984776689708
LINC01750	LINC01750	3068	3.54741737597436	4.47183003696929	5.79892923063507	6.40314219459314e-05	0.000118491831348366	2.0317740456159
PLPP3	PLPP3	3273	0.400137162562648	10.2450034541412	5.78687604989494	6.53154334532587e-05	0.000120740832818958	0.739949658530174
S100A13	S100A13	1672	-0.595997514370302	8.98627377582362	-5.78141090285914	6.5906523713888e-05	0.000121705534337201	1.15676719156317
DISP3	DISP3	5265	2.06564376439802	5.91315872370662	5.77039632174424	6.71149764215876e-05	0.000123807060387357	1.94616527316305
CLCNKB	CLCNKB	2938	2.78217405099252	4.46720409767309	5.76746170736765	6.74408590137082e-05	0.000124277809377462	1.98735503106181
TRIM45	TRIM45	3536	-1.59835682944165	6.72697974978259	-5.76636252522712	6.7563348686138e-05	0.000124373159152074	1.78665459929401
RHBDL2	RHBDL2	2008	2.09605560121763	5.1387422468671	5.74457678293155	7.00399587543705e-05	0.000128797330010652	1.94862138167611
SNHG28	SNHG28	2336	2.40934724141363	4.46849044125553	5.74037493457841	7.05285065403664e-05	0.000129560203237162	1.94662947636293
EYA3	EYA3	6276	-0.760682619793635	8.47677810301219	-5.72024436660377	7.29192693918911e-05	0.000133812187464452	1.21649556473304
PRKAA2	PRKAA2	9355	0.982725998880217	7.73217932983061	5.71726981988793	7.32796940347833e-05	0.000134333370295254	1.46493097185862
MAST2	MAST2	6608	-0.39901491120894	10.0561134427668	-5.7052382124907	7.47567704694587e-05	0.000136893489985917	0.650583893373335
ZNF436	ZNF436	4786	1.10968051506728	7.96828340833152	5.70463218360201	7.48319931037918e-05	0.000136893489985917	1.38515207671322
HLX	HLX	2237	-2.52046048863757	5.14722933519907	-5.69943607963614	7.54802271408552e-05	0.000137935799702311	1.87554980010805
SHE	SHE	6542	2.28224097261341	4.79200231484876	5.69034591970975	7.66284890706238e-05	0.000139888768209924	1.87027822740481
HOOK1	HOOK1	5713	0.734259259840898	8.31768307970234	5.68632928087364	7.71417005829126e-05	0.000140679574299544	1.22607975029512
MAEL	MAEL	2013	3.50784964963598	3.42879433029625	5.68393201556979	7.74497221502043e-05	0.000141094934238403	1.81803461591741
SLC41A1	SLC41A1	5017	0.52778189906859	9.63157837473695	5.67375753294515	7.87714792409368e-05	0.000143354306941581	0.766239464149814
PEF1	PEF1	1856	0.549189156365432	9.40724197123568	5.67090835917726	7.91458442166846e-05	0.000143886653705203	0.840307563369207
FMO2	FMO2	5307	3.15416919085314	2.88218339560273	5.65521268036104	8.12419445723988e-05	0.00014754477123789	1.75522499169729
ERI3	ERI3	1753	0.490208840700767	9.63917278419346	5.65295031284728	8.15488502983885e-05	0.000147949307352494	0.725434451467749
MTARC1	MTARC1	7287	-0.951621948187155	7.49083117082623	-5.6515583748999	8.17382811338051e-05	0.00014814010127137	1.39156104533961
NTPCR	NTPCR	6619	0.662266852637317	8.75661202571199	5.6342840869693	8.4128000407731e-05	0.000152314134620794	0.995471047983145
WARS2-AS1	WARS2-AS1	5118	-1.73446285826186	5.84559041569064	-5.63001817959582	8.47293677512e-05	0.000153245091056183	1.70766124617826
MIIP	MIIP	1541	-0.763845627284675	8.45936110463183	-5.62221980642754	8.58404067608481e-05	0.000155095000087946	1.05186005278098
SRP9	SRP9	1620	-0.305129660359696	10.7814796424527	-5.61967695621392	8.62059870604335e-05	0.000155595611141932	0.242180396600082
YOD1	YOD1	6521	-0.748563551077513	8.45976372683186	-5.61622441602416	8.67049702632675e-05	0.000156335730997768	1.04124938986699
GADD45A	GADD45A	1352	-0.53993960951057	9.16180187018404	-5.60156927532265	8.88570233597304e-05	0.000160051892486072	0.784267221976565
ACBD3	ACBD3	3584	-0.592804958257216	8.93216702121454	-5.59621055722993	8.96578698622434e-05	0.00016132910462418	0.854173008722158
CDA	CDA	809	-2.16046202983939	5.28771814541865	-5.58803074935688	9.08949633125189e-05	0.000163387878837841	1.68735533263165
RCOR3	RCOR3	5655	0.571453115355344	8.96317980732107	5.5729710414594	9.3219646991682e-05	0.000167395443729701	0.819221253958656
ZNF691	ZNF691	1914	-1.45009206661291	6.4237414766383	-5.57079394889557	9.35608410378444e-05	0.000167779915332491	1.51227734463308
CYB5RL	CYB5RL	6595	-1.28504183020969	6.88582272849917	-5.57026370277096	9.36441395570792e-05	0.000167779915332491	1.40916660378503
ZNF669	ZNF669	1980	-1.89670290386088	5.4017210975364	-5.56978081250788	9.37200664712779e-05	0.000167779915332491	1.64866579878498
ACADM	ACADM	2734	-0.591704002483391	8.91303774793304	-5.55908213771984	9.54189433543881e-05	0.000170647510088519	0.795581517834254
DVL1	DVL1	3305	0.337535137178474	10.5601419759958	5.55454404046025	9.61492957866316e-05	0.000171778924789531	0.219227436680487
CR1L	CR1L	1829	-3.56255262454333	3.15706731399046	-5.55383679164738	9.62636463419605e-05	0.000171808619562606	1.60935978605452
ATF6	ATF6	7470	-0.545845811826372	9.3891685348351	-5.53293302795537	9.97086966515353e-05	0.000177776763401013	0.58546644632329
VSIG8	VSIG8	1818	2.88969263727495	3.53887906470668	5.51662383326941	0.00010248627124436	0.00018254393601579	1.56376559150674
EPB41	EPB41	6292	-0.440812246334745	10.0299784257849	-5.49505600368127	0.00010628465064489	0.000189117829791211	0.292278062257354
RRNAD1	RRNAD1	2271	-0.79994246201741	8.16873977480181	-5.4937810677543	0.000106513756166515	0.000189333855754028	0.917096339933959
ADGRL2	ADGRL2	8950	0.651267957722667	8.5866564469103	5.4853500529761	0.000108041903236877	0.000191856228172151	0.788265654712353
PEX11B	PEX11B	2404	0.669375192580348	8.50785816423139	5.47506861729227	0.000109936617670883	0.000195023787957025	0.795729518903753
MFSD2A	MFSD2A	2213	1.49437844168036	6.85058772266879	5.45780796215936	0.000113196252171535	0.00020060384205399	1.25544514280164
SESN2	SESN2	3462	-0.748632999301948	8.50965696300145	-5.45673395460767	0.000113402396040213	0.00020076677969657	0.747215221716601
ERO1B	ERO1B	4994	0.944917985665068	7.54452834267023	5.45490471684294	0.000113754404560895	0.000201187367422589	1.05862388185654
RLF	RLF	6232	-0.593266224123967	8.94522859364318	-5.45344354574315	0.000114036407278064	0.000201483421100338	0.59910173653692
ADPRHL2	ADPRHL2	1651	-0.66376249968962	8.40265201821627	-5.43013033479657	0.000118636304338363	0.000209400223922532	0.731445298335151
PTPN22	PTPN22	3654	-2.9436525436263	4.22758276524892	-5.42385776049561	0.000119906853732592	0.000211430540483347	1.4473326415609
DPM3	DPM3	558	-1.01800922908238	7.1880863870876	-5.41003320542028	0.000122757720726405	0.000216240554145311	1.05414513457797
DUSP12	DUSP12	1330	-0.856918818904754	7.66949473062099	-5.40908401455447	0.000122956048779378	0.000216373106861007	0.917743515283835
CDC14A	CDC14A	5685	-1.55681040270751	6.15925017886732	-5.40755792631713	0.000123275620503105	0.000216718540844459	1.28664458775675
TOP1P1	TOP1P1	2431	-1.49871036070635	6.78214763057122	-5.39035241147566	0.00012693937600061	0.000222936486522549	1.13038978762784
DENND4B	DENND4B	5850	0.327221730955686	10.5581784888517	5.3873645480138	0.00012758715418035	0.000223850516017021	-0.0762614159889612
TARS2	TARS2	2727	-0.644506579547013	8.69210050547743	-5.38543478284267	0.000128007373404034	0.000224363870831797	0.562961726215148
UTP25	UTP25	8481	-0.813154524376813	7.99509234204529	-5.37437042617644	0.000130444865439103	0.00022840843968321	0.759488373710441
TCEA3	TCEA3	1719	-1.51996298998672	6.27155208638569	-5.37291031337032	0.000130770143514134	0.000228750161490395	1.20676402603002
COA7	COA7	3988	-0.886312146808372	8.25283631824325	-5.37144469803409	0.000131097502043243	0.00022899148946411	0.679354213973037
GATAD2B	GATAD2B	7475	0.421742438364363	9.67522687072758	5.37112681343834	0.000131168617685073	0.00022899148946411	0.212791058619336
FAAP20	FAAP20	6993	-0.630955864785294	8.62478454617228	-5.36575322979614	0.000132376905366809	0.000230871626621875	0.549015008982084
ATP1A1	ATP1A1	4229	0.102290524730316	13.4063639584072	5.35187019072619	0.000135552886251882	0.000236176386551843	-1.38180139555601
ATG4C	ATG4C	2970	0.858045549061762	7.70346112815869	5.35057968221248	0.00013585213891827	0.000236463425958731	0.82917521363412
AURKAIP1	AURKAIP1	910	-0.4352418115457	9.77342252298986	-5.34879932323442	0.000136266117929726	0.000236949392008366	0.124223159716025
PLEKHO1	PLEKHO1	2793	0.577888436399912	8.97639605841503	5.33452470550865	0.000139633475575553	0.000242564871602591	0.394911513402834
SNORD79	SNORD79	81	-2.65393851786553	3.50278158737288	-5.32471775723133	0.000141997333243244	0.000246427751077614	1.27065397862417
MTX1	MTX1	1648	-1.19112775150251	6.69182708282802	-5.31410682446956	0.000144602238949616	0.000250700923149334	1.00878489227847
TAF5L	TAF5L	6198	-0.738419773782162	8.14505754544143	-5.30940775185694	0.000145771765405576	0.000252479570032515	0.597515256696037
SZT2	SZT2	14136	0.466009778496343	9.49219431170946	5.30833876809469	0.000146039198935423	0.000252693810756372	0.167729992937941
GDAP2	GDAP2	10116	-1.14629955035455	7.15653879047186	-5.30423021288713	0.000147071849013202	0.000254230393869428	0.880780830113262
TMEM51	TMEM51	2224	-0.937183921688164	7.41328091653735	-5.30198423186995	0.000147639585884432	0.000254961092323018	0.804439047082047
DDI2	DDI2	10667	-0.604239229787527	8.77893292189155	-5.30120559470063	0.000147836944184645	0.000255051371812174	0.384854096746658
PLA2G5	PLA2G5	1918	2.87657097854231	3.89233161368039	5.26957794133679	0.000156091493134221	0.000269028279343098	1.19522529106005
LOC105378586	LOC105378586	572	3.22298822089283	3.28310816142842	5.26678543827108	0.000156843127416081	0.000270058979429451	1.17636977870365
UBIAD1	UBIAD1	8354	-0.90934256870646	8.00831273724079	-5.26226955760807	0.000158066653885453	0.000271899390930163	0.559777253188862
PIGV	PIGV	2955	-0.912395892280334	7.46103108371646	-5.25794223434897	0.000159248465850685	0.000273664519027864	0.713135840390328
CR2	CR2	4170	-3.7650153914961	3.67600919089495	-5.25601582985787	0.000159777546452854	0.000274305592445426	1.16580414537303
TMEM201	TMEM201	6492	-0.705903578708875	8.69406571474874	-5.2544073254938	0.000160220725779214	0.000274798083824252	0.329789921890072
ESPNP	ESPNP	2015	-3.42006599801863	3.09923592746385	-5.24628585937447	0.000162478097500825	0.000278398143671005	1.13823115649036
DDX59	DDX59	3037	-0.912413930713222	7.39071537132185	-5.24560644733536	0.000162668443143914	0.000278452894885102	0.710398807667751
ANKRD13C	ANKRD13C	5658	0.661658822834012	8.46045332612418	5.24297645675604	0.000163407469638173	0.00027944584788318	0.399034262367191
LOC100129534	LOC100129534	2248	1.66933746694594	5.71521695963304	5.23718260738915	0.000165047959188743	0.000281976979838495	1.0712052386982
AJAP1	AJAP1	12497	0.547973428941408	9.01523427464497	5.22389559548966	0.000168875484390431	0.000288236020930464	0.18277466741157
PMVK	PMVK	1281	0.629188767503538	8.5638124342709	5.22167136125751	0.000169525227288121	0.000288862397742537	0.327195585197035
TTC24	TTC24	2927	-3.30221178886035	2.65279893565073	-5.22151466319158	0.000169571100381284	0.000288862397742537	1.08948629689035
SLC35E2B	SLC35E2B	6412	0.438224361628491	9.63714827800725	5.20531513200488	0.000174384245919961	0.000296773963530776	-0.0699118750803125
LAMTOR5	LAMTOR5	850	-0.621914870445878	9.05551580998981	-5.19925125020156	0.00017622248710785	0.000299612313670793	0.109389404323242
DUSP5P1	DUSP5P1	2472	-2.22962779018018	4.46080421628428	-5.1970457794872	0.000176896081960624	0.000300466968199785	1.08130822870324
KIAA1324	KIAA1324	8033	1.17575831024664	7.39553943029615	5.195327825709	0.000177422644555913	0.000301070472132525	0.650507021454615
MRPL20-AS1	MRPL20-AS1	1748	-0.88189852543896	7.68587941284632	-5.19139407843825	0.000178634542908097	0.000302619264620776	0.528741018946628
GCLM	GCLM	5051	-0.682378443640901	8.20363812810844	-5.19089337215385	0.000178789418990099	0.000302619264620776	0.367116810869449
TMEM59	TMEM59	7035	0.303346589288782	10.7644026680252	5.19024954479328	0.000178988770961241	0.000302619264620776	-0.505339551445926
LINC01772	LINC01772	3245	2.36933218792173	4.57294811979816	5.19013613482564	0.000179023910810926	0.000302619264620776	1.06885766852312
MINDY1	MINDY1	4588	0.781051792540989	8.13193688047178	5.17714995261946	0.00018309574289391	0.000309204914512482	0.390328915357047
WLS	WLS	3036	-0.466177501969695	9.36455455375149	-5.15943239228898	0.000188807892293198	0.000318545369147256	-0.0726115449569669
SLC16A1-AS1	SLC16A1-AS1	1508	-2.19699763277563	4.31336201166876	-5.14025851042359	0.000195199911022609	0.000329013848109057	0.99098883181544
COP1	COP1	2831	-0.834177728541735	8.47467672379701	-5.13453506586011	0.000197151463804823	0.000331984936177086	0.186747801581535
ERMAP	ERMAP	3485	-1.13970709570679	6.87893570549432	-5.13345677474894	0.000197521411078436	0.000332289608302287	0.647814769323457
CD247	CD247	1681	-2.07234685772701	5.82207862239564	-5.12889391087507	0.000199094916156664	0.000334616503444947	0.871416800392918
MCOLN2	MCOLN2	3143	-2.62324171147898	3.48040704966311	-5.10628891056927	0.000207085711561463	0.000347714117406926	0.927607166592281
KLHL21	KLHL21	4939	0.403058008899468	9.7165669812883	5.10326964055499	0.000208178108087823	0.000349214803452665	-0.283774891553111
MOB3C	MOB3C	2985	1.06262135660243	7.07924921211669	5.09292434734403	0.000211966988724699	0.000355231616947589	0.543386112483189
DLSTP1	DLSTP1	3012	-0.957030385325059	7.20292164924149	-5.08323961368761	0.000215579242196599	0.000360941245506305	0.472645353025372
C1orf122	C1orf122	1329	0.564167635415997	8.97900877436103	5.07951584133446	0.000216985210658536	0.000362949572157665	-0.0650255812799267
LINC01134	LINC01134	1952	-2.60402434089207	3.1054545946236	-5.06129189738339	0.000224005359578113	0.000374335952602968	0.843181348902559
LOC646471	LOC646471	3653	1.18790530739702	6.59410324834115	5.05716568376629	0.000225627518664693	0.000376688677884644	0.601361821781134
WASH7P	WASH7P	1769	-0.294491561324284	10.4851143237952	-5.05547425561159	0.000226296018057479	0.000377446299568356	-0.660687003773821
RGS2	RGS2	1348	0.887441341116856	7.51354283425107	5.05145688760459	0.00022789209487322	0.000379748154300588	0.350801151692155
ALDH9A1	ALDH9A1	2628	-0.411708067640396	9.59203060536377	-5.04382256990581	0.000230957634525831	0.000384491971114026	-0.361823889356425
C1orf35	C1orf35	1470	-0.722468567358035	8.14401215633537	-5.04286276532922	0.000231346076460618	0.000384774269080196	0.119756023402836
OVGP1	OVGP1	2196	1.51173349214106	5.78594879531897	5.03094669960786	0.000236225808556687	0.000392518876599864	0.706587652627801
VPS45	VPS45	2898	0.511063638893286	9.03969375197523	5.02428339492539	0.000239001206887916	0.000396755544578806	-0.187267026783628
UBXN10	UBXN10	5562	1.32206998210423	6.32066526189291	5.01879254948015	0.00024131382175193	0.000400216696830088	0.597795392186383
JMJD4	JMJD4	2595	-0.820307162595086	7.71107944115632	-5.01765127077844	0.000241797425885584	0.000400640786717113	0.20842773293101
CC2D1B	CC2D1B	5654	-0.501146500160878	8.97030698455525	-5.01276801229496	0.000243878101728064	0.000403707818114818	-0.200698217774723
PTPRVP	PTPRVP	4095	-3.25604274618178	3.00248014668654	-5.00335429937254	0.000247942022479913	0.000410048989200082	0.754979166512118
SNORD76	SNORD76	81	-3.57990810756	3.42701432046387	-4.9990360659046	0.000249829793263425	0.000412496204129533	0.755231828267942
SLC35D1	SLC35D1	6193	-0.753818886216207	7.86032177565591	-4.99843738892153	0.000250092693713741	0.000412496204129533	0.12649207711875
SNAP47	SNAP47	4347	0.497407405667578	9.0639385346507	4.99836230833766	0.000250125684642823	0.000412496204129533	-0.243078984027184
CTBS	CTBS	6571	-0.946037294810164	7.1539407727124	-4.99657406753882	0.000250912793401535	0.000413406458106746	0.330358261654248
MUTYH	MUTYH	2460	-0.76534321759722	7.99069772554086	-4.99493343650106	0.000251637203531065	0.000414211801317989	0.0809803087874048
TBCE	TBCE	5696	-0.870406347756778	7.73983631752446	-4.9824690524723	0.000257212528152117	0.000422993100553248	0.138228025028613
PARS2	PARS2	2356	-1.4857037992758	6.0525017661883	-4.97681508281674	0.000259783887936305	0.000426822499992546	0.558535860944493
KCNK2	KCNK2	4289	1.54461454038665	5.73713472246924	4.96799786632444	0.000263847494325142	0.000433094206371241	0.603641701639114
CENPS	CENPS	1557	-2.77987234546881	3.18430090687875	-4.96430771192178	0.000265567808977893	0.000435511388230537	0.692535443216465
SNORA16A	SNORA16A	134	-2.94072445653176	2.47982950949131	-4.93203568924021	0.000281120491468425	0.000460586974838296	0.631646014349699
ZBTB8OS	ZBTB8OS	2311	-1.10629476650483	7.13278699737173	-4.9209576012646	0.000286675775110097	0.000469251408420438	0.203892493149167
RNPC3	RNPC3	2144	1.00161512952733	7.15571570683499	4.90480624756526	0.000294980983698916	0.000482396808690879	0.185464717009812
DRAM2	DRAM2	2287	-0.721533107616556	8.07276106573624	-4.90278973011459	0.000296035368886651	0.000483671169612205	-0.112587269023479
BPNT1	BPNT1	2507	-0.8620367677238	7.61289556188603	-4.90176922869171	0.000296570458783033	0.000484095512108237	0.0292701298983706
TRIM62	TRIM62	3960	0.718368173884043	7.96239418020691	4.9011034224932	0.000296920110911007	0.000484216655827041	-0.0584611931547805
DENND2D	DENND2D	3482	-2.00147960266158	5.89293183721622	-4.89883282564534	0.000298115762296899	0.000485715950062974	0.460977318863512
RBM8A	RBM8A	4960	-0.506279258710521	9.52980795444014	-4.88772439843139	0.000304037970777584	0.0004949062524324	-0.62455933374082
AGO1	AGO1	13822	-0.353866109160713	9.88197589114528	-4.88487961592756	0.000305574229056641	0.000496946803590727	-0.755750076895002
HORMAD1	HORMAD1	1904	-2.94072445653176	2.47982950949131	-4.87632917378143	0.000310240564955772	0.000504069235852353	0.543638905994466
KIAA0754	KIAA0754	7410	-1.32986182219368	6.05152309020916	-4.86782668437965	0.00031495438082712	0.000511255587713829	0.362302821185884
OMA1	OMA1	1861	-1.09998078513877	6.7991483903191	-4.86191535176615	0.00031827556539379	0.000516170151256719	0.181407521245271
PPIEL	PPIEL	3307	1.52764551190558	6.05363024183351	4.85094138412086	0.00032453817179486	0.000525841572364391	0.355815666120276
RBP7	RBP7	840	2.26384857375352	4.5213354004313	4.8349279642783	0.000333907859627878	0.000540524877740156	0.478394144638644
RO60	RO60	8767	-0.457855902349107	9.18765304285318	-4.83142558194199	0.000335994434480019	0.000543402222461705	-0.609159937508834
RSBN1	RSBN1	6739	0.537360590471483	8.82739761311062	4.82892861225569	0.000337490311368029	0.00054531982296415	-0.473955998393969
NCMAP	NCMAP	3980	-2.669854589849	3.9467085988099	-4.82659046543553	0.000338897327247653	0.000547090451149104	0.479309086264343
KCNQ4	KCNQ4	4324	1.49740158437719	6.31050317150891	4.82588021955183	0.000339325936791898	0.00054727981365152	0.266496817061104
TOMM40L	TOMM40L	2911	0.717275326280373	7.96350786996601	4.82390947963598	0.000340518169837253	0.000548699305750587	-0.200011647990383
DNAJB4	DNAJB4	3728	0.735295170017588	8.1109345221758	4.82180389263517	0.000341796800359871	0.000550255288491441	-0.247707898434694
EFCAB7	EFCAB7	2178	1.07352293847912	6.82463449639313	4.81460340620295	0.000346207236573035	0.000556845674195239	0.108148650541986
DMRTA2	DMRTA2	3080	-2.35019569264598	4.50892475698431	-4.81355708335008	0.000346853041819131	0.000557374449285221	0.440724214163383
LINC01355	LINC01355	3511	-0.987143411657758	6.88342854230467	-4.80567030464041	0.000351761397140416	0.000564745695135025	0.0562038728159209
CHI3L2	CHI3L2	1586	-0.971193718806773	7.33610235793725	-4.80439973200876	0.000352558877092708	0.000565509585701624	-0.0652668356462005
RPS6KC1	RPS6KC1	6400	0.523904174269022	8.80890838314627	4.7969347213074	0.000357282476881261	0.000572563896405886	-0.527680281358256
H2BC21	H2BC21	2223	-0.544193685917674	8.67957655950692	-4.79449901090662	0.000358837921150095	0.000574532846431573	-0.502454795090637
GBP4	GBP4	6141	1.56951732061749	5.95830178511707	4.79052142061318	0.000361393176162146	0.000578097546581486	0.264576435800557
ZFP69B	ZFP69B	2329	-1.76005410400415	5.48609886798084	-4.78810185566231	0.000362956790283379	0.000579668763239155	0.313702850947009
NR1I3	NR1I3	1408	2.71838607257209	2.66407090803286	4.78798131211729	0.000363034873905751	0.000579668763239155	0.407651989080818
IL12RB2	IL12RB2	4221	2.19131555431354	3.92647487689925	4.7781153639349	0.000369485293691722	0.000589432982132529	0.399167780510839
CD52	CD52	467	-2.3107502560546	3.93128269880361	-4.76204385646177	0.000380249462099989	0.000605757109739489	0.371747500260513
FUCA1	FUCA1	2122	-1.01909914631575	7.33780632043804	-4.7618118852934	0.000380407195194765	0.000605757109739489	-0.141780694794344
CTH	CTH	2140	-1.31294412049719	6.27950840214089	-4.75477365592315	0.000385225467607608	0.000612874544845407	0.114309278434007
TTC13	TTC13	3276	-0.735146274165063	7.71611765062515	-4.74384280802265	0.000392834779784556	0.000624415499874547	-0.29399657169883
FNBP1L	FNBP1L	5530	-0.529228625274706	8.71506199816569	-4.74127357625794	0.000394645885204388	0.000626727611733798	-0.61235518729115
LPAR3	LPAR3	3515	-1.59168985889473	5.26132957593228	-4.7234226714106	0.00040747149063555	0.000646285919588362	0.223977409789375
LINC01139	LINC01139	1531	-3.2038099066522	2.97230168024001	-4.72311424156078	0.000407696862811999	0.000646285919588362	0.305095701089134
RPL31P11	RPL31P11	1558	-2.46145167073312	3.39872077186682	-4.70474096498544	0.000421358870886109	0.000667341346862864	0.278450809955237
WNT2B	WNT2B	12252	1.56402893584241	5.93486082278849	4.69935761033069	0.000425451318222891	0.000673216397331992	0.105316150614672
LINC00339	LINC00339	1388	-0.875984313012984	7.19931580505357	-4.6983719736281	0.000426205065731145	0.000673802612909491	-0.223686579452506
NLRP3	NLRP3	4499	2.88756878403982	2.74933013749163	4.69518179019857	0.000428654228100679	0.000677065707997299	0.259132410581771
CCDC181	CCDC181	2402	2.81166017951015	5.22149592507858	4.69387961720743	0.000429658129037874	0.000677660469144218	0.199721805193879
IL6R	IL6R	6565	-0.895720634024268	7.15496558396476	-4.69369362246318	0.000429801719622186	0.000677660469144218	-0.219955508609602
GOLPH3L	GOLPH3L	3124	-0.77426202551484	7.89057979907512	-4.68547180785153	0.000436199154837263	0.000686870677709786	-0.453916544736053
FAM167B	FAM167B	947	-2.05936443700104	4.60920059230418	-4.68518428897057	0.000436424656997629	0.000686870677709786	0.214971930302662
BCL9	BCL9	6189	-0.428939140625099	9.22759428635791	-4.68094561333175	0.000439763156941112	0.000691505930145326	-0.902079580322594
KIF21B	KIF21B	9950	0.41850082194688	9.58669677231687	4.65631760334317	0.000459692900039849	0.000722198497113542	-1.05869260459819
RPAP2	RPAP2	16899	0.673325575512277	8.26157818613749	4.6540706418007	0.000461557312322273	0.00072448013844871	-0.608379620576128
BMP8A	BMP8A	5636	1.45620446742171	6.48970917489508	4.63858735379766	0.00047461989061896	0.000744319150497887	-0.108518226139998
TNFAIP8L2	TNFAIP8L2	1158	2.81095856170373	2.70921396944332	4.63789160970498	0.000475215794852176	0.000744589453966244	0.165263381983361
INSRR	INSRR	5200	2.85431363149631	3.09923592746385	4.6303129942829	0.000481757413161689	0.000754166992286953	0.154844894588811
MICOS10	MICOS10	4231	0.533674882734584	8.80896153053877	4.62673502803503	0.000484878217455715	0.000758377140824864	-0.842628664802479
RPS10P7	RPS10P7	699	-1.66262147234974	5.13423169443614	-4.61912149585342	0.000491588995635272	0.000768189737179385	0.0546556817402344
MED8	MED8	2029	-0.641810809841566	8.42557005914644	-4.61255270695836	0.000497456363377294	0.000776668105521566	-0.758098877132483
IFI44L	IFI44L	5829	1.22578030326542	6.27240409901965	4.60137574137969	0.000507607459882934	0.000791813588708251	-0.141407186066766
NTNG1	NTNG1	6693	0.884382865452101	7.22338935041148	4.58200089079131	0.000525716349687807	0.000819334523715572	-0.425805664950642
CDC42SE1	CDC42SE1	3183	-0.421005317898498	9.68549594543247	-4.5791077667409	0.00052847740815818	0.00082290813422682	-1.2529486279846
B3GALT6	B3GALT6	2805	-0.719921428269043	8.42281890927783	-4.57148710178117	0.000535822432100757	0.000833606934188612	-0.832459838438578
